name,country,company_type,ownership,website,description,search_keyword,relevant,relevance_score
"Microbiologics, Inc.",,,Private,https://www.microbiologics.com,"Microbiologics has been a trusted partner in delivering world-class microbiology, molecular diagnostic, and virology products and services for more than 50 years. We partner with healthcare, and life science laboratories, manufacturers and suppliers across the globe to co-create and provide reference materials for infectious disease and precision medicine/oncology assays. As a leading Contract Res",oncology,True,1
aitiologic,,,Public,https://www.aitiologic.com,"Aitiologic is a Vienna-based precision medicine startup pioneering AI-powered liquid biopsy for early disease detection and personalized care. The company is developing the world’s first universal blood-based screening test for all forms of preeclampsia, backed by best-in-class feasibility data. Its patented aitios® platform integrates genetic and epigenetic information at tissue-specific resoluti",oncology,False,0
"Biotechnology and Pharmaceutical Industries Promotion Office, Ministry Of Economic Affairs",,,Public,https://www.biopharm.org.tw/en/home-en.html,"The Biotechnology and Pharmaceutical Industries Promotion Office (BPIPO) is a government agency under Taiwan’s Ministry of Economic Affairs, serving as a one-stop platform for domestic and international biomedical stakeholders.BPIPO bridges G2B, B2G, and B2B collaboration, focusing on key sectors such as Precision Medicine, Regenerative Medicine, CDMO, and advanced biologics and medical devices. I",oncology,False,0
"Changzhou Smart-Lifesciences Biotechnology Co.,Ltd.",,,Private,https://www.smart-biosciences.com/,"Smart-Lifesciences Biotechnology Co.,Ltd. develops innovative scientific products and provides professional one-stop solutions. Our technology platform originated in chromatography and has been applied across the broad field of protein science from protein preparation to purification, detection, and application development services. For large-scale manufacturing, our active DMF filings enable a se",oncology,False,0
Hong Kong Science and Technology Parks Corporation [HKSTP],,,,https://www.hkstp.org/what-we-offer/institute-for-translational-research-overview/,"Hong Kong Science and Technology Parks Corporation (HKSTP) is Hong Kong’s largest innovation hub and a growing international biotech powerhouse. Our ecosystem supports over 300 biotech companies — from startups to unicorns — working across therapeutics, diagnostic, medical device and digital health domain.We are committed to enabling biotech innovation at every stage, offering end-to-end support f",oncology,False,0
ORF Biologics,,,Private,https://orfbiologics.com,"ORF Biologics is a biotechnology company which is poised to provide customers with disruptive technologies to revolutionize the rapid synthesis and production of off the shelf and novel custom biologics and allogeneic stem cell solutions for research and therapeutic applications."" [e174]:",oncology,False,0
The U.S. Food and Drug Administration Technology Transfer Program,,,Private,https://www.fda.gov/techtransfer,"The Food and Drug Administration is responsible for protecting the public health by ensuring the safety, efficacy, and security of human and veterinary drugs, biological products, and medical devices."" [e181]",oncology,False,0
STC Biologics,,,Private,https://www.stcbiologics.com,"STC is a boutique biologics CDMO in Newton MA 2 miles away from biotechnology hub in Cambridge MA. Get to the clinic in 12 months"" [e188]",oncology,False,0
POP Biotechnologies,,,Private,http://pop.bio,"POP Biotechnologies is a Buffalo, NY startup developing innovative biotech products based on enabling liposome technologies"" [e195]",oncology,False,0
DISTILL Technologies,,,Private,https://www.distill.biz,"DISTILL is an extremely cost effective DIY drag & drop EDC ePRO RTSM system. Validated, 21CFR, GDPR and HIPAA compliant. Build your eCRF in less than 2 hours for 990$ per month only !"":",oncology,False,0
AGC Biologics,,,Private,https://www.agcbio.com,"AGC Biologics is a leading global Contract Development and Manufacturing Organization (CDMO) with a strong commitment to deliver the highest standard of service to clients and partners. The company currently employs more than 2500 employees worldwide."" [e208]",oncology,False,0
Aureka Biotechnologies,,,Private,https://aurekabio.com/,"Aureka Biotechnologies is a fully integrated tech bio company, which develops life-saving antibody therapeutics at scale, powered by generative AI and high-throughput proprietary data generation platform. Our high-value use cases include 2in1 antibodies binding to multiple family members, potent receptor agonists, pH-dependent sweeping antibodies, rapid internalizing biparatopic antibodies for ADC",oncology,False,0
IDT Biologika,,,Private,https://www.idt-biologika.com,"IDT Biologika is part of SK Bioscience and an innovative life-science CDMO with more than 100 years of expertise in the Development and Manufacturing of Vaccines and other Biologics and Sterile Injectables for the health of people worldwide."" [e34]:",oncology,False,0
"Yirdoc Qingdao Future Medical Technology Co., Ltd.",,,Public,https://www.yirdoc.com/,,oncology,False,0
BioHub Taiwan/National Biotechnology Research Park (NBRP),,,Public,https://nbrp.sinica.edu.tw/pages/1,"We collaborate with Regulatory, Financial, Pharmaceutical, Clinical, R&D, and Incubation centers to create investment opportunities in Taiwan and worldwide. We provide holistic service and create a productive ecosystem for Taiwan bio-industries to thrive."" [e49]",oncology,False,0
Defense Health Agency Medical Technology Transfer,,,,https://technologytransfer.health.mil/,"Our portfolio includes vaccines, therapeutics, diagnostics, devices, software, wearables, and apps."" [e56]:",oncology,False,0
Medical and Pharmaceutical Industry Technology and Development Center,,,Private,http://www.pitdc.org.tw/en/index.php,"PITDC emphasize on drugs and medical devices in support of pharmaceutical industry product marketing with technological advancements. With numbers of product portfolios, vast arrays of project choice & highly organized team to help you with your needs."" [e63]",oncology,False,0
Biologics4U,,,Private,https://www.biologics4u.com,"Biologics4U is an AI-powered biotech company developing linker–payload platforms for ADC/DAC asset creation. We integrate AI-based design, proprietary linker–payload technologies, and human-relevant preclinical validation to build partner-reviewable Pre-IND asset packages for licensing and co-development."" [e70]:",oncology,False,0
BIOTECHNOLOGY VALLEY,,,,https://www.biosb.org.tr/en,,oncology,False,0
Miracure Biotechnology,,,Private,https://www.miracurebio.com,"We have oral epigenetic degrader and immune activator programs at preclinical. We also have novel payload for XDC technology. We are pursuing next generation RDC focusing on bispecific theranostics and dual payload therapeutics. We are actively seeking outlicensing partnership for pipelines and technologies. See More"" [e85]:",oncology,False,0
Gordian Biotechnology,,,Private,https://www.gordian.bio/,"At Gordian we have scaled in vivo perturb-seq, toward curing chronic diseases. Using our proprietary discovery technology, we measure in vivo efficacy of hundreds of novel targets simultaneously, in individual animal models of disease. We use this data to rapidly prioritize human-linked targets for various chronic diseases, moving novel validated targets into small molecule development. We recentl",oncology,False,0
Y-Biologics Inc.,,,Public,https://ybiologics.com/en/,Y-Biologics Inc. is a biotech company specialized in discovering and developing innovative antibody-based therapeutics for the treatment of cancer.We are focusing on developing next-generation immuno-oncology pipelines overcoming the limitation of anti-PD-1 therapies. [Multi-AbKine - A Bispecific Antibody-based Immunocytokine]Multi-AbKine is a multi-specific immunocytokine comprising a PD-1-target,oncology,True,2
"China Tianjin Conjustar Biologics Co.,Ltd",,,Private,http://www.conjustar.com/eng/,"ConjuStar（FOSUN PHARMA family）specializes in the development of XDC drug , including peptide-drug conjugates (PDCs) and nanoantibody-drug conjugates (NDCs).Out Licensing of best-in-class phase 1b/2a oncology assets (Nectin-4 and EphA2 PDC) and form new-Co in USA."" [e108]:",oncology,True,1
Solix Technologies Inc,,,Public,https://www.solix.com,"Solix Technologies, Inc. is a leading cloud data management and enterprise AI solution provider that empowers data-driven enterprises with solutions for digital transformation, including Enterprise Archiving, Enterprise Data Lake, Model Serving, MLOps, Consumer Data Privacy, and Enterprise Content Services. Solix Common Data Platform provides rich data governance through an Information Lifecycle M",oncology,False,0
immatics biotechnologies GmbH,,,Public,http://www.immatics.com,"Immatics combines the discovery of true targets for cancer immunotherapies with the development of the right T cell receptors with the goal of enabling a robust and specific T cell response against these targets."" [e123]",oncology,True,1
Colorectal Cancer Alliance,,,Private,https://colorectalcancer.org,"Working with our nation of passionate allies, we exist to end colorectal cancer within our lifetime."" [e130]",oncology,True,1
